sentiment,topic,sentence
0,0,giảng_viên .
2,1,thương gũi .
2,0,thầy dạy lớp tận_tụy học_sinh .
0,1,khối kiến_thức tập thực_hành hơi tập đa_dạng độ bắt kịp .
0,3,học dồn sức .
0,0,gửi vựng grammar course .
0,1,trường thông_báo môn_học_sinh_viên đăng_ký đăng_ký thông_báo môn_học .
2,0,thương_tích_cực ôn sát trọng_tâm giảng chóng_thiết sinh_viên tiếp_thu .
2,0,giảng_viên nhiệt_tình lớp .
0,1,thực_hành đi lý_thuyết .
0,1,tập đa_dạng .
1,1,giải tập giúp học .
0,1,ví_dụ giảng .
0,0,thầy slide kỳ thầy .
2,0,thầy tận_tình sinh_viên .
0,0,sửa .
2,0,dạy nhiệt_tình .
2,0,giảng_viên giảng_dạy lôi truyền kiến_thức .
0,1,hình_thức thi đề trắc_nghiệm đề đóng .
0,1,giáo_trình .
0,0,thầy .
0,3,môn đi học .
0,0,giảng_viên giảng_dạy sinh_động lớp_học .
0,1,mong môn xét cấu_trúc thi chương_trình dạy .
0,0,dạy hơi tiếp_thu .
2,0,nhiệt_tình vui .
0,0,tập .
2,0,chuyên_môn .
1,3,thưa .
2,0,học động_lực ghê .
2,1,tập .
0,0,xuyên vắng lớp .
2,0,giảng_viên vui_vẻ .
2,0,tiết học thú_vị .
2,0,giảng_viên giảng tiếp_thu .
1,0,sửa tập .
2,0,thầy truyền kiến_thức sinh_viên .
0,2,trang_thiết .
0,0,đôi giảng .
0,1,học tiết nhồi_nhét kiến_thức .
2,0,năng_nổ nhiệt_tình .
2,0,sinh_viên nắm vững kiến_thức thực_hành .
2,0,thầy vui_vẻ nhiệt_tình dạy .
2,0,thầy vui_vẻ tận_tâm sẵn_sàng giải_đáp thắc sinh_viên khả_năng truyền .
2,0,dạy .
2,0,
2,0,hòa đồng .
2,0,
0,0,thầy sai_bảo sinh_viên thầy học .
2,0,giảng_dạy ngắn_gọn fraction thầy .
2,0,thầy dạy nhiệt_tình dặn_dò đồ_án thi_cử kỹ .
2,0,tận_tụy .
0,0,giảng_viên hình_thức giảng_dạy đem hiệu .
2,0,học thầy tình_hình_học chậm chỗ tình_hình thầy trợ_giảng_dạy .
2,0,sôi_nổi vui .
2,0,nhiệt_tình lớp sinh_động truyền kiến_thức .
0,0,chấm quan .
1,3,giáo_trình tài_liệu .
2,0,dạy chậm_rãi giảng_viên thân_thiện sinh_viên .
2,3,hòa đồng vui_vẻ .
0,0,kiểu giáo_viên chạy phân_phối chương_trình .
0,0,giải tập thầy ngắn_gọn .
0,2,máy_móc phòng trục_trặc phòng học bụi dọn_dẹp máy cấu_hình yếu .
1,3,học lớp .
0,0,giảng_viên hệ_thống website môn_học thông_báo thông lớp .
2,0,thầy dạy kỹ nhiệt_tình .
0,0,giọng cực .
2,0,thầy wzjwz dạy nhiệt_tình giảng_giải trọng ràng giúp học lớp .
2,0,giảng_dạy giáo_viên .
2,0,thầy dạy phát_huy .
1,0,thái_độ phong thầy .
2,0,mong học thầy môn .
2,0,giáo_viên nhiệt_tình sinh_viên .
0,0,giảng_viên ví_dụ thực_tiễn mô_hình kinh_doanh .
2,0,thầy kiến_thức sâu_rộng môn_học .
0,0,giáo_viên truyền kém .
0,0,thầy đem đi lệch thầy giảng_dạy .
0,3,thoải_mái sinh_viên .
2,0,thầy dạy truyền thuận_lợi sinh_viên tiếp_thu .
2,0,dạy tận_tình .
0,0,sinh_viên thoải_mái học_tập .
2,1,copy mạng dot thầy thắc_mắc hoàn_chỉnh đồ_án học đồ_án .
0,0,kiểm_soát lớp .
0,1,tập hơi .
0,0,thầy giảng hơi .
0,1,phân_chia ca học hợp_lý xếp môn_học thuận_tiện .
2,0,
2,0,thầy giảng nhiệt_tình .
2,0,truyền kiến_thức thầy .
0,0,hướng sinh_viên kỹ_năng lập_trình mạng máy .
2,0,giảng_dạy chứng_minh_hoạ .
0,1,máy_chiếu hiện chữ_viết giải tập minh_họa .
2,0,gợi lề giúp_ích học .
2,0,thầy vui giảng thân_thiện sinh_viên .
0,0,giảng lề đi trễ đuổi sinh_viên .
1,1,học phổ_thông .
0,0,thầy dạy chi_tiết đồ_án thầy hướng dân .
2,0,giảng_viên tận_tâm nhiệt_huyết .
2,0,giáo_viên giảng nhiệt_tình .
2,0,thầy truyền_cảm_hứng học chân_thành truyền thầy quý_báu .
2,0,giảng_viên giảng_dạy nhiệt_tình phương_pháp dạy .
1,1,tài_liệu .
2,0,cực_kỳ nhiệt_tình .
0,0,thầy báo nghỉ sinh_viên đỡ công lớp .
0,0,tương_tác sinh_viên .
2,0,dạy kỹ ôn thi kỹ sót .
0,1,hướng thực_hành môn_học .
2,2,phòng máy wzjwz đáp_ứng nhu_cầu sinh_viên mong phòng máy trang .
2,0,học vui .
2,3,giỏi .
0,1,giúp phát_triển khả_năng .
2,0,giảng_viên truyền tận_tâm .
2,0,sinh_viên giải tập .
2,3,
0,0,truyền .
2,0,lớp hiệu .
2,0,dạy tận_tâm cung kiến_thức môn_học học thực_hành hiệu .
2,0,giảng_viên nhiệt_tình lớp .
0,2,sở vật_chất ảnh_hưởng chất môn_học .
0,1,thực_hành chạy .
0,0,giảng_viên hướng kỹ tập sinh_viên sai .
2,0,giảng_viên hòa đồng cập_nhật thời .
2,0,tận_tâm giảng_dạy .
2,0,nhiệt_tình giảng_dạy giúp_đỡ sinh_viên .
2,0,giảng thoải_mái vui cute phương_pháp học kiểu đứa .
0,0,đầu thầy giảng bọn tiếp_thu .
2,0,thầy tâm_huyết sinh_viên .
0,1,thực_hành thực_hành khuyến_khích hoạt_động thực_hành phân_bố thực_hành .
2,0,nhiệt_tình hướng .
2,0,thầy dạy nhiệt_tình cám_ơn thầy .
0,1,môn khoa khoa_học máy kỹ_thuật máy .
2,0,học thầy wzjwz hài hẳn giảng_viên .
2,0,thầy dạy tận_tâm sinh_viên .
0,0,thức truyền kiến_thức hiệu sinh_viên tiếp_thu .
0,0,thầy tổng_hợp tập sinh_viên đem in photo .
2,0,thầy giảng cặn_kẽ .
0,2,nâng sở vật_chất phòng học .
0,0,lớp muộn trễ ảnh_hưởng hoạt_động sinh_viên .
2,0,dạy tận tậm yêu_mến học_sinh .
0,0,mong giảng_viên lớp tiết thông_báo sinh_viên .
2,1,kiến_thức .
0,1,thắc_mắc nội_dung môn_học môn_học môn sinh_viên cập_nhật hiện_đại .
2,0,giảng_viên dạy tận_tình .
1,3,kỳ đỡ bỡ_ngỡ .
2,0,cung kiến_thức kiến_thức môn_học giúp sinh_viên tổng_quan môn_học .
1,0,lớp thực_hành lớp .
0,2,máy_chiếu mờ .
0,1,môn thiên_kiến_thức lập_trình bắt_buộc thi lý_thuyết giấy hợp_lý .
0,0,thầy nghiêm_túc lớp xong hứng_thú học .
2,0,giảng_viên gũi sinh_viên giải_đáp thắc_mắc sinh_viên .
0,0,cảm_giác giảng thu_hút .
2,0,thầy đi nhiệt_tình .
0,0,thời .
2,0,lớp tiết dạy .
2,0,nhiệt_tình thân_thiện .
2,0,hướng ràng .
0,3,hơi chút_xíu .
0,0,bớt vựng học lớp .
0,0,thầy sinh_viên sửa tập lớp .
0,1,tài_liệu cập_nhật sát môn_học .
0,0,phương_pháp thầy thuyết_trình lớp khả_quan học_thuyết_trình chủ_đề .
2,0,dạy rẻ danh công giảng_dạy mạch cảm_hứng học .
0,0,thầy dạy chán buồn_ngủ .
2,0,thầy giảng .
1,0,mong thầy học_kỳ .
2,1,ôn_tập trời đi thẳng .
2,0,thầy dạy bù kịp_thời sinh_viên .
0,0,thầy lớp liên_tục nghỉ báo bù nghỉ bù hôm báo .
0,0,thầy đọc slide .
0,1,mong trường chỉnh khoá học .
2,0,thầy giảng_dạy trình_bày chiều sâu .
2,0,thầy dạy tận_tâm nhiệt_tình vui_vẻ .
2,3,tuyệt_vời .
2,0,dạy kỹ tập .
2,0,nhiệt_tình giúp_đỡ tận_tâm công .
0,0,truyền .
0,2,mạng wifi mạng dây cột chặt pc .
0,3,lớp_học hơi buồn chán .
0,0,thầy ôn bám sát đề thi kỳ .
0,0,tận_tình sinh_viên .
0,0,
0,3,lớp_học trầm .
2,1,giảng thú_vị khả_năng truyền kiến_thức .
0,2,phòng quạt .
2,0,tận_tình up tài_liệu module tiện dõi song_ngữ .
0,1,sinh_viên cung tài_liệu môn_học slide giảng_viên cung .
2,0,dạy hiệu .
2,1,đem hình_thức học vựng hình_ảnh học ngữ_pháp ví_dụ chứng luyện xuyên sinh_viên trình_bày luyện xuyên sinh_viên phương_pháp đọc viết kỹ_năng giao_tiếp .
2,0,vui hòa đồng sinh_viên .
2,0,giảng_viên nhiệt_tình thân_thiện .
2,0,giảng_viên dạy trọng_tâm môn_học .
0,0,nghỉ mặc bù lịch sinh_viên xếp sinh_viên đi học bù .
1,1,môn thầy trường .
0,1,cân kiến_thức lý_thuyết thực_hành thực_hành đi lý_thuyết sinh_viên thực_hành giảng_viên thực_hành hướng sinh_viên lab bắt sinh_viên .
0,1,giải ví_dụ mẫu tiệm cận sinh_viên chuẩn code .
0,1,môn trùng lịch học lịch thực_hành hình_thức công_bố đi học thực_hành hạn_chế .
2,0,dạy .
0,0,nghiêm_khắc tập hơi .
2,0,giảng_viên giảng_dạy tận_tình .
0,1,slide kết_hợp slide giảng .
2,0,thầy hơi dạy .
0,0,sinh_viên đồ_án tương_tác giảng_viên tương_tác modle .
0,0,thiết_kế giảng thuyết_phục .
2,0,giảng_viên giảng vận_dụng .
2,0,thực_hành phong_phú đa_dạng tiếp_xúc công_nghệ .
2,0,tận_tâm giảng_dạy phiền trách sinh_viên kiến_thức cũ .
0,0,dạy dở .
2,0,dạy tập rèn_luyện .
0,1,thực_hành .
2,1,hệ_thống chấm thực_hành wecode tiện_lợi hiệu .
0,0,dạy dot độ_sinh_viên hạn_hẹp .
0,1,tiếp_thu .
0,3,đa sinh_viên học nhiệt_tình kịp .
2,0,giảng_viên gũi học_sinh_khí sôi_nổi lớp .
2,0,thực_hành sưc bổ_ích ứng_dụng cực .
2,0,giáo_viên tận_tâm dạy nhiệt_tình giúp_đỡ sinh_viên .
2,0,giảng nhiệt_tình nội_dung bổ_ích .
0,3,đi học thực_hành trường .
0,2,phòng thực_hành thay dàn máy .
2,3,
0,0,lớp trễ xuyên báo chót .
0,0,giảng_dạy tinh_thần giảng_giải kỹ ví_dụ toàn lướt kiến_thức sinh_viên .
0,0,giảng hơi .
0,0,giảng_viên nhiệt_tình .
0,0,lớp_học buồn_ngủ thầy giảng tốc_độ .
2,0,giảng_viên điểu kiện sinh_viên hoạt_động .
0,1,nội_dung thực_hành đồng_nội_dung học lớp lý_thuyết .
0,1,cường giảng_viên thực_hành .
2,0,dạy kỹ .
0,0,tiếng thầy .
0,2,phòng thực_hành quy_mô máy .
2,0,nhiệt_huyết tận_tâm .
0,1,sinh_viên tốn trường_học .
2,0,thầy vui tận_tâm .
2,0,dạy nhiệt_tình thoải_mái vui_vẻ tận_tình .
0,0,wzjwz đề kỳ đi .
2,0,vui_vẻ phong dạy thoải_mái .
0,0,thầy tập dạng tùy tham_khảo tập bắt_buộc .
0,0,dạy toàn kêu sinh_viên nghiên_cứu code .
0,0,giảng_viên giảng .
2,0,giảng_viên vui nhiệt_tình tận_tâm công .
2,0,thầy dạy tâm_huyết_học_sinh .
2,0,thầy colonsmile .
2,0,nghiêm_túc dạy vui .
0,0,thức trình_bày giảng thầy tiếp_cận học_sinh .
2,0,vui_vẻ chăm_lo sinh_viên .
2,0,thầy giảng .
0,0,giảng_viên tổ_chức ôn_tập hai học cố kiến_thức sinh_viên .
0,0,khả_năng truyền sinh_viên hứng_thú .
0,1,sánh tương_quan .
2,0,thầy dạy sửa tập .
0,1,trường công_bố thiết máy_chiếu loa micro .
2,0,thầy nhiệt_tình tận_tâm sinh_viên .
0,1,chỉnh thời thi nội_dung thi tương đề ngắn .
2,0,nhiệt_tình giảng .
2,0,thầy dạy kiến .
2,0,giáo_viên xuyên liên_lạc trao_đổi sinh_viên .
2,0,giảng_viên nhiệt_tình giải kỹ .
0,0,giảng_viên dạy nhạt chán giọng khô_khan .
0,1,độ áp_lực nội_dung tập nội_dung tập nâng kiến_thức .
0,0,hài đôi giảng hơi .
0,0,đôi dạy_học_sinh buồn_ngủ dạy_học hợp_lý .
2,0,bos .
0,0,dạy khoa_học cứng_nhắc áp thu_hút gó bó tư sinh_viên .
0,1,học .
2,0,dạy nhiệt_tình tận_tâm sinh_viên .
2,0,thầy giảng tận_tâm nhiệt_tình .
0,0,thầy đẹp_trai sinh_viên .
0,1,hiệu trình_bày kiến_thức .
0,0,sinh_viên thầy đi máy đường_sinh_viên .
2,0,sâu_sát .
0,1,nội_dung thực_hành trọng chất .
0,0,phương_pháp thầy dạy hồi cày_cuốc colonsmile .
0,0,truyền giảng .
0,0,thầy giảng kỹ liên_hệ thực_tiễn ràng tiếc giọng thầy ấm_áp học trưa buồn_ngủ .
0,1,nội_dung tài_liệu môn_học chi_tiết đi_sâu chất xml hướng đối_tượng .
2,0,nhiệt_tình giảng_dạy thèm .
0,1,thực_hành môn thực_hành hình_thức .
0,1,thực_hành mơ_hồ nghĩa tập .
0,1,học .
2,0,thầy nhiệt_tình ân .
0,1,mong môn_học cập nhập ví_dụ thực_tiễn sinh_động nội_dung môn_học súc_tích nhấn trọng_tâm .
2,0,giải_đáp thắc_mắc sinh_viên dạy .
0,0,giảng_viên dạy .
0,1,học xong môn_học thể chém gió mạng .
2,0,thầy dạy tiếp_thu .
0,1,liên_hệ liên_kết môn_học mô học ngành_nghề tiếp_thu môn_học .
2,0,thầy tập sinh_viên quên kiến_thức kỳ quân xuyên tập ngừng giải chỗ sai sinh_viên tập .
2,0,thầy sinh_viên .
0,0,thầy linh_tinh hơi .
0,1,đừng lý_thuyết .
0,1,môn_học định_hướng sinh_viên đồ_án đầu kỳ chạy đồ_án cực sai_sót đồ_án .
2,0,nhiệt_tình .
2,1,vận_dụng kiến_thức áp_dụng môn_học .
2,0,thông_báo sinh_viên .
2,0,tận_tâm nhiệt_tình hăng_say .
0,1,lab nâng .
2,0,thương .
2,0,giảng_viên lớp dạy kỹ .
0,0,thầy hầu giảng slide .
2,0,thầy dạy hài giảng_dạy thầy .
0,0,thầy giảng buồn_ngủ nhiệt_tình tập thực_hành .
2,0,thầy kiến_thức .
0,1,tập kéo chút .
2,0,giảng_viên truyền kiến_thức sát thực_tiễn giúp .
2,0,vui_vẻ sinh_viên cung tài_liệu môn_học .
2,0,tích_cực giảng_dạy xuyên giúp_đỡ sinh_viên .
2,0,nhiệt_tình vui_vẻ .
2,0,chúc thầy thành_công giảng_dạy .
2,0,học_sinh .
0,0,thầy tập giải sinh_viên sai .
0,2,trang máy bàn cấu_hình chạy chương_trình nổi .
1,0,hệ_thống online tập .
0,1,nội_dung môn_học rộng chỉnh .
2,0,thầy nhiệt_tình .
2,0,thầy giảng ngắn .
2,0,dạy .
0,0,đi_sâu cốt_lõi .
2,0,giảng_dạy ràng minh_bạch chứng .
0,0,mong thầy cố_gắng giải tập .
0,1,tiết sửa tập hiệu .
0,0,dặn sinh_viên tham_gia seminar nguyện bắt viết thu_hoạch .
0,0,dạy hơi sinh_viên .
2,0,thầy dạy tâm_huyết .
2,0,hài dạy trừ đi học .
0,0,dạy chán .
2,0,thầy giảng_dạy lưu_loát truyền .
2,0,dạy nhiệt_tình học phụ_đạo .
0,1,môn_học quản_trị mạng chẳng nội_dung học lớp .
0,1,slide tài_liệu chương tập slide ôn_tập kỳ fraction kỳ .
2,0,giảng_viên vần động_lực học_sinh_viên .
0,1,thực_hành đi lý_thuyết bất_cập mong trường chỉnh_sửa .
2,0,giảng giảng_viên tận_tình hướng .
2,0,thầy dạy tâm dạy .
1,1,nội_dung doubledot cấu_trúc json xml .
0,1,cường training giảng_viên đứng lớp giải tập .
0,3,chỗ sót .
2,3,ok
0,0,chép ví_dụ tiết học tiết học .
0,0,giáo_viên tiếng hơi .
2,0,thầy nhiệt_tình tận_tâm .
2,0,hướng tận_tâm chu_đáo mặc lịch vui_vẻ .
0,1,học_sinh_động .
0,3,tài_liệu .
2,0,thầy dạy tâm_huyết nhiệt_tình giúp sinh_viên hướng tiếp_cận .
2,0,giảng_viên vui thân_thiện .
0,0,nghỉ dạy báo sinh_viên .
2,0,thầy đi danh .
0,1,thực_hành công tình_yêu doanh_nghiệp .
2,0,thưa thầy cung kiến_thức chuẩn_mực sâu tòi dàng học kiến_thức môn_học .
0,0,dạy .
2,0,giáo_viên cảm_giác ham học nhiệt_tình học_sinh .
0,1,lý_thuyết slide sinh_viên .
2,0,thầy giỏi nhiệt_tình .
0,0,chấm giảng_viên bắt học_sinh nộp modle .
2,0,phương_pháp giảng_dạy đơn_giản truyền kiến_thức .
0,2,phòng thực_hành sơ_sài máy cũ_kỹ .
0,1,phát_âm chuẩn .
0,0,giảng_viên kinh_nghiệm truyền .
2,0,thầy dạy truyền dạy tập .
2,0,thầy giảng_dạy thân_thiện .
2,0,tận_tụy sinh_viên giảng .
0,2,đề_nghị màn che bớt ánh .
2,0,giảng_dạy ngắn_gọn .
2,0,dạy nhiệt_tình sinh_viên tiếp_cận thiết công_nghệ .
2,0,giảng_viên tập thành_viên lớp tương_tác .
2,0,tận_tình chuẩn_xác .
0,1,đề đừng đánh_đố sinh_viên .
0,0,thời khóa biểu tiết thầy dạy tiết fraction thầy kiếm_hiệp học .
0,0,giọng thầy lớp .
2,0,thầy_giáo tận_tâm nhiệt_tình .
2,0,phương_pháp dạy .
2,0,thầy dạy tận_tâm nhiệt_tình ví_dụ sinh_viên .
0,3,hy_vọng trường xét kiến .
0,0,wzjwz gắt_gao kiểm_tra sinh_viên .
0,1,slide ngữ .
2,0,giảng_viên dạy kiến_thức dạy .
2,3,tiếp_xúc .
2,0,giảng .
2,0,giảng vui hòa đồng sinh_viên .
0,0,thầy wzjwz slide trình_chiếu .
0,0,giảng cực_kỳ chán nhiệt_tình .
2,0,giảng_viên tận_tâm nhiệt_tình nội_dung giảng .
2,0,giáo_viên nhiệt_tình đổi phương_pháp dạy .
2,0,dạy tận_tình chu_đáo .
0,0,thầy đồ_án thực_hành vui môn ứng_dụng .
0,0,lớp giảng học_sinh code .
2,0,thầy nhiệt_tình vui_vẻ thương sinh_viên .
2,1,giới_thiệu công_cụ .
2,0,giáo_viên dạy tâm_huyết nhiệt_tình sinh_viên .
2,1,giảng gũi sinh_viên .
2,0,giảng_viên vui_vẻ nhiệt_tình thân_thiện sinh_viên .
2,0,giảng_dạy giảng_viên .
2,0,thầy nhiệt_tình thân_thiện học_sinh .
2,0,tận_tâm sinh_viên giảng lớp thầy chút_xíu yêu_thương thầy .
0,1,kiến thực .
2,0,nhiệt_tình truyền kiến_thức sinh_viên .
0,1,slide giảng sinh_động tinh_thần_học_tập lớp hạt hiệu .
1,3,dám kiến .
2,0,tài_liệu học_tập tài_liệu tham_khảo .
2,0,hướng tận_tình .
0,1,kiến_thức thực_hành_lý_thuyết học .
2,0,thầy sinh_viên thầy sinh_viên lớp tập .
0,0,giảng_viên giảng chậm .
2,0,thầy bụng bự vui hòa đồng .
2,0,thầy thoải_mái sinh_viên .
0,0,đôi sinh_viên .
0,2,ic hư .
2,0,giảng kỹ ví_dụ ràng tận_tâm .
2,0,giảng_viên tận_tâm .
0,0,mặc môn môn cảm_giáo_viên nhiệt_tình_tiết học_sinh_viên môn kết mong_đợi giảng_viên .
2,0,giảng_viên giảng vui .
2,0,hướng ràng .
2,0,tậm tân_sinh_viên .
0,0,lớp hiệu .
0,1,phân_chia tỷ_lệ hình_thức kiểm_tra trung_bình .
0,0,giảng_viên giáo_trình môn_học gửi giáo_trình sinh_viên tham_khảo .
2,0,giảng_dạy ngắn_gọn đi thẳng trọng_tâm .
0,1,thiết môn phân_tích thiết_kế thuật_toán toán dàng quy_hoạch động kỹ_thuật kiểu .
2,0,hài hy_vọng thầy kiến_thức sinh_viên .
0,0,giảng_viên code máy sinh_viên sửa hạn_chế code viết giấy .
2,1,tuyệt_vời mô_tả môn_học .
2,0,giảng_viên dạy sát chương_trình truyền kiến_thức sinh_viên .
0,2,thiết phòng thực_hành hỏng_hóc gián_đoạn ảnh_hưởng kết thực_hành .
0,0,dạy phòng máy hôm máy .
2,0,hoạt_động thực_tiễn .
